2020/12/17
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/28
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/27
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/26
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/25
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/24
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/23
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/22
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/21
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/20
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/19
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/18
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/17
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

2020/11/16
Quarter0,0
Quarter1,0
Quarter2,0
Quarter3,0
Quarter4,0
Quarter5,0
Quarter6,0
Quarter7,0
Quarter8,0
Quarter9,0
Quarter10,0
Quarter11,0
Quarter12,0
Quarter13,0
Quarter14,0
Quarter15,0
Quarter16,0
Quarter17,0
Quarter18,0
Quarter19,0
Quarter20,0
Quarter21,0
Quarter22,0
Quarter23,0
Quarter24,0
Quarter25,0
Quarter26,0
Quarter27,0
Quarter28,0
Quarter29,0
Quarter30,0
Quarter31,0
Quarter32,0
Quarter33,0
Quarter34,0
Quarter35,0
Quarter36,0
Quarter37,0
Quarter38,0
Quarter39,0
Quarter40,0
Quarter41,0
Quarter42,0
Quarter43,0
Quarter44,0
Quarter45,0
Quarter46,0
Quarter47,0
Quarter48,0
Quarter49,0
Quarter50,0
Quarter51,0
Quarter52,0
Quarter53,0
Quarter54,0
Quarter55,0
Quarter56,0
Quarter57,0
Quarter58,0
Quarter59,0
Quarter60,0
Quarter61,0
Quarter62,0
Quarter63,0
Quarter64,0
Quarter65,0
Quarter66,0
Quarter67,0
Quarter68,0
Quarter69,0
Quarter70,0
Quarter71,0
Quarter72,0
Quarter73,0
Quarter74,0
Quarter75,0
Quarter76,0
Quarter77,0
Quarter78,0
Quarter79,0
Quarter80,0
Quarter81,0
Quarter82,0
Quarter83,0
Quarter84,0
Quarter85,0
Quarter86,0
Quarter87,0
Quarter88,0
Quarter89,0
Quarter90,0
Quarter91,0
Quarter92,0
Quarter93,0
Quarter94,0
Quarter95,0

